App_ID,游戏名称,最低CPU,最低显卡,最低内存,最低硬盘,最低配置的注意事项,推荐CPU,推荐显卡,推荐内存,推荐硬盘,推荐配置的注意事项
379720,DOOM,Intel Core i5-2400/AMD FX-8320 or better,NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB or better,8 GB RAM,需要 55 GB 可用空间,附注事项: Requires Steam activation and broadband internet connection for Multiplayer and SnapMap,Intel Core i7-3770/AMD FX-8350 or better,NVIDIA GTX 970 4GB/AMD Radeon R9 290 4GB or better,8 GB RAM,需要 55 GB 可用空间,附注事项: Requires Steam activation and broadband internet connection for Multiplayer and SnapMap
3043580,Keeper,Intel Core i7-7700K / AMD Ryzen 5 1600,"NVIDIA GeForce GTX 1070 / AMD Radeon RX 5700, VRAM: 8 GB",16 GB RAM,需要 25 GB 可用空间,附注事项: Shader Model: 6,Intel Core i7-13700K / AMD Ryzen 9 7900X,"NVIDIA GeForce RTX 4080 / AMD Radeon RX 7900 XT, VRAM: 16 GB",32 GB RAM,需要 25 GB 可用空间,附注事项: Shader Model: 6
2707940,FPV Kamikaze Drone,Intel Core i3-4340 / AMD FX-6300,NVIDIA GeForce RTX 1060,8 GB RAM,需要 5 GB 可用空间,附注事项: RC transmitter is recommended,Intel Core i5-6600K / AMD Ryzen 5 1600,NVIDIA GeForce RTX 3060,16 GB RAM,需要 5 GB 可用空间,附注事项: RC transmitter is recommended
1229240,宿命残响（Chained Echoes）,Dual Core Processor,Radeon R9 200 or equal,4 GB RAM,需要 900 MB 可用空间,,i5 Generation or equal,GeForce 780 or equal,6 GB RAM,需要 900 MB 可用空间,
3604030,狼伴侣,"Quad-core Intel or AMD, 2.5 GHz or faster","DirectX 12 (with Shader Model 6.6 atomics), or Vulkan (VK_KHR_shader_atomic_int64)",,需要 2 GB 可用空间,,,,,,
3222960,悠久之树,Intel Core-i3或更高,均可,2 GB RAM,需要 6 GB 可用空间,,Intel Core-i5或更高,均可,,需要 8 GB 可用空间,
1072040,Panzer Corps 2,"Intel or AMD, Dual Core or better (Requires a 64-bit processor and operating system)","nVidia or AMD, 2GB VRAM",8 GB RAM,需要 12 GB 可用空间,,"Intel or AMD, Dual Core or better (Requires a 64-bit processor and operating system)","nVidia or AMD, 4GB of VRAM",8 GB RAM,需要 12 GB 可用空间,
2608270,静脉注射2,"Intel Core i3-2125, AMD Phenom II X4 960 or equivalent","512 MB VRAM, Radeon Vega 7/GTX 1030/Intel Iris 550 or equivalent",2 GB RAM,需要 2 GB 可用空间,"附注事项: 1920x1080 Normal settings, 60+ FPS",Ryzen 3 3300X or equivalent,"512 MB VRAM, RX 460/GTX 1050/Iris Xe DG1 or equivalent",2 GB RAM,需要 2 GB 可用空间,"附注事项: 1920x1080 High settings, 144+ FPS"
3873970,NASCAR 25,"4 core CPU or better – Some examples (but not limited to): AMD FX-6300, Intel Core i5-4430, Intel Core i5-2320, AMD Ryzen 3 1200",A gaming graphics card with at least 4GB of DEDICATED memory – Some examples (but not limited to): Nvidia GeForce GTX 1060 or AMD Radeon 570 or better,16 GB RAM,需要 50 GB 可用空间,附注事项: A physical PC running windows is required. A PC emulation on a MAC or other types of Virtual Machines are not supported.,"8 core or more CPU (some examples but not limited to: Intel Core 9-10980XE @ 3.0GHz, Intel Core i9-9900KS @ 4.00GHz, AMD Ryzen 9 3900X, or AMD Ryzen 9 3950X)",Gaming graphics card with at least 8GB of DEDICATED memory (some examples but not limited to Nvidia 2080 TI or AMD Radeon VII),32 GB RAM,需要 100 GB 可用空间,
763890,漫野奇谭,i3 or better,Open GL 3.2,3 GB RAM,需要 2 GB 可用空间,,,,,,
9900,Star Trek Online,Core 2 Duo 2.2Ghz (or equivalent AMD CPU),"NVidia GeForce GTX 4xx, ATI/AMD Radeon HD 5xxx, or Intel HD Graphics 4xxx (Direct3D Hardware Feature Level 11)",4GB RAM,21GB,,Core i5-6xxx Quad Core or better,NVidia GeForce GTX 9xx or AMD Radeon RX 4xx or better,6GB RAM or better,21GB,
1213210,《命令与征服™：重制版》,Intel Core 2 Duo E4600 @ 2.4ghz or AMD Athlon 64 X2 6400 @ 2.4ghz,NVIDIA GeForce GT 420 or ATI Radeon HD 5570,4 GB RAM,需要 32 GB 可用空间,,Intel Core i5 4690K or AMD Ryzen 7 1700,NVIDIA GeForce GTX 660 or ATI Radeon HD 7850,4 GB RAM,需要 32 GB 可用空间,附注事项: 硬盘空间：32 GB（固态硬盘）
1621310,苏菲的炼金工房２ ～不可思议梦的炼金术士～,"Intel Core i5 6600 or over, AMD Ryzen 3 1200 or over","NVIDIA GeForce GTX 1050 or over, AMD Radeon RX 560 or over, 1280x720",8 GB RAM,需要 25 GB 可用空间,,"Intel Core i7 6700 or over, AMD Ryzen 5 1500X or over","NVIDIA GeForce GTX 1070 or over, AMD Radeon RX 580 or over, 1920x1080",16 GB RAM,需要 25 GB 可用空间,
359390,Amnesia™: Memories,Core 2 Duo (1.20Ghz or more),960×540; onboard sufficient,1 GB RAM,需要 3 GB 可用空间,,Core i3 or greater,1920×1080; onboard sufficient,2 GB RAM,需要 3 GB 可用空间,
3337140,劫后公司,2.0GHz i5 or equivalent,Intel HD graphics 620,2 GB RAM,需要 2 GB 可用空间,,3.0GHz i5 or equivalent,Nvidia GeForce GTX 660 / R9 270x,4 GB RAM,需要 2 GB 可用空间,
2667120,弹球亿万富翁,Intel based,2 GB VRAM,1022 MB RAM,需要 350 MB 可用空间,,Intel based,2 GB VRAM,1024 MB RAM,需要 350 MB 可用空间,
3687630,有这么一个家伙,Intel Core i3-6100 或同等 AMD 处理器,Intel UHD 630 集成显卡 / AMD Vega 8（支持硬件解码）,6 GB RAM,需要 50 GB 可用空间,附注事项: 需安装 VP9 Video Extensions,Intel Core i5-8400 / AMD Ryzen 5 2600 或更高,Intel UHD 630 集成显卡 / AMD Vega 8（支持硬件解码）,8 GB RAM,需要 50 GB 可用空间,附注事项: 固态硬盘; 需安装 VP9 Video Extensions
994730,圣女战旗,1.0 GHz或以上,最低分辨率1280x720，512MB RAM以上,4 GB RAM,需要 2 GB 可用空间,,2.0 GHz或以上,最低分辨率1280x720，512MB RAM以上,8 GB RAM,需要 2 GB 可用空间,
450540,"Hot Dogs, Horseshoes & Hand Grenades","CPU: Intel i5-4590, AMD FX 8350 equivalent or better","GTX 1060/970, R9 290 equivalent or better",8 GB RAM,需要 20 GB 可用空间,"附注事项: SSD Or Cache-Assisted HDD REQUIRED, Windows Virtual Memory MUST be enabled (16gb recommended)",CPU: Intel i5-6600 or better,"GTX 1080/980TI, Radeon RX Vega 4GB or better",16 GB RAM,需要 20 GB 可用空间,"附注事项: Internal SSD HIGHLY Recommended, Windows Virtual Memory MUST be enabled (16gb recommended)"
4005560,Maktala: Slime Lootfest,,,512 MB RAM,需要 400 MB 可用空间,,,,,,
846770,DYSMANTLE,64-bit,SM 4.0+,2048 MB RAM,需要 768 MB 可用空间,,,,,,
2328480,宗门志,Intel i5 9400F,NVIDIA GeForce GTX 1050 Ti,16 GB RAM,需要 10 GB 可用空间,,Intel i7 12600F,NVIDIA GTX 2060,24 GB RAM,需要 10 GB 可用空间,
3099660,完蛋！我被美女包围了！前传,Intel Core i3,独立显卡,4 GB RAM,需要 23 GB 可用空间,附注事项: 最好有独立显卡，没有可能会卡顿,Intel Core i5或AMD equivalent 或以上,独立显卡,4 GB RAM,需要 23 GB 可用空间,附注事项: 最好有独立显卡，没有可能会卡顿
774361,Blasphemous,Intel Core2 Duo E8400 or AMD Phenom II x2 550,GeForce GTX 260 or Radeon HD 4850,4 GB RAM,需要 4 GB 可用空间,,Intel Core i5-750 or AMD Phenom II x4 945,GeForce GTX 650 or Radeon HD 5770,4 GB RAM,需要 4 GB 可用空间,
252530,OMSI 2: Steam Edition,2.6 GHz,GeForce or comparable AMD with minimum 512 MB,2 GB RAM,,,Dual core processor with 2.8 GHz,GeForce or comparable AMD with 1024 MB,4 GB RAM,,
2226730,孤羊战纪,Dual core from Intel or AMD at 2.8 GHz,Nvidia 450 GTS / Radeon HD 5750 or better,4 GB RAM,需要 1 GB 可用空间,,Dual core from Intel or AMD at 2.8 GHz,Nvidia GTX 460 / Radeon HD 7800 or better,8 GB RAM,需要 2 GB 可用空间,
692890,Roboquest (机械守护者),i3 4130,Nvidia GeForce GTX 660,8 GB RAM,需要 6 GB 可用空间,,i5 6500,Nvidia GeForce GTX 1060,16 GB RAM,需要 6 GB 可用空间,
1902960,失落的记录：绽放与愤怒,Intel Core i7-2700K or AMD FX-8350,"GPU supporting DirectX 12 with Shader Model 6.6 is mandatory, NVIDIA GeForce GTX 1050 Ti, 4GB or AMD Radeon RX 560, 4GB or Intel ARC A380, 6GB",8 GB RAM,需要 48 GB 可用空间,附注事项: Installation requires a SSD,Intel Core i5-11400 or AMD Ryzen 5 5600X,"NVIDIA GeForce RTX 3080, 10 GB or AMD RX 6800XT, 16GB",16 GB RAM,需要 48 GB 可用空间,附注事项: Installation requires a SSD
2983250,AIR,intel® Core™ i3以上,512MB 显存,4 GB RAM,需要 3 GB 可用空间,附注事项: 支持触控设备，Steam Deck推荐Proton 8,intel® Core™ i5以上,1GB 显存,4 GB RAM,需要 3 GB 可用空间,附注事项: 支持触控设备，Steam Deck推荐Proton 8
1422440,灾厄堡垒 Cataclismo,Intel® Core™ i7-4770 (quad-core) / AMD® FX-Series™ FX-9590 (quad-core),NVIDIA® GeForce® GTX 760 (2 GB) / AMD® Radeon™ R9 270X (2 GB),8 GB RAM,需要 10 GB 可用空间,,Intel® Core™ i7-6700 (quad-core) / AMD® Ryzen™ 5 1500X (quad-core),NVIDIA® GeForce® GTX 1050 Ti (4 GB) / AMD® Radeon™ RX 570 (4 GB),12 GB RAM,需要 10 GB 可用空间,
2096610,Crysis 3 Remastered,Intel(R) Core(TM) i5-3470,NVIDIA GeForce GTX 1060,8 GB RAM,需要 18 GB 可用空间,,Intel(R) Core(TM) i5-8600,NVIDIA GeForce GTX 1660 TI,16 GB RAM,需要 18 GB 可用空间,
373930,Sudden Strike 4,"AMD or Intel, 3 GHz Dual-Core or 2.6 GHz Quad-Core","AMD Radeon HD 7850, NVIDIA GeForce 660 series",6 GB RAM,需要 12 GB 可用空间,,AMD Quad-Core @ 3.8 GHz or Intel Quad-Core @ 3.2 GHz,AMD Radeon RX 470 or NVIDIA GeForce 1050 Ti series and above,8 GB RAM,需要 12 GB 可用空间,
607080,Psychonauts 2,"Intel Core i3-3225, AMD Phenom II X6 1100T","Nvidia GeForce GTX 1050, AMD Radeon RX 560",8 GB RAM,需要 30 GB 可用空间,附注事项: 2 GB video memory,"Intel Core i7-7700K, Ryzen 5 1600","Nvidia GeForce GTX 1060, AMD Radeon RX 580",8 GB RAM,需要 30 GB 可用空间,附注事项: 6 GB video memory
2694420,射戮骑士,Intel i5 2.3 Ghz,NVIDIA GTX 970,8 GB RAM,需要 5 GB 可用空间,,Intel i7 3.3 Ghz,NVIDIA GTX 1080,8 GB RAM,需要 5 GB 可用空间,
2709570,Supermarket Together,Intel Core i5,GTX 960 or equivalent,8 GB RAM,需要 7 GB 可用空间,附注事项: Performance will ultimately depend on how many props are used to decorate the shop as this game doesn't limit the amount of decoration or lighting.,Intel Core i7,GTX 1070 or equivalent,16 GB RAM,需要 7 GB 可用空间,
1956040,王国 80年代,Intel 4th Gen Dual Core 2.0Ghz,Nvidia GTX Series 8,2 GB RAM,需要 4 GB 可用空间,"附注事项: The game can likely run on lower-rated hardware, but we can't guarantee the performance or provide support.",Intel 7th Gen,Nvidia GTX Series 10,4 GB RAM,需要 4 GB 可用空间,附注事项: This recommendation is based on what many of us tested the game on while in development. We're confident it supports a smooth experience.
359870,FINAL FANTASY X/X-2 HD Remaster,2GHz Dual Core CPU,NVIDIA Geforce 9600GT VRAM 512MB or later / ATI Radeon HD 2600XT VRAM 512MB or later,1 GB RAM,需要 37 GB 可用空间,,2.4GHz quad-core CPU,NVIDIA Geforce GTX 450 / AMD Radeon HD 5750 with 512MB,2 GB RAM,需要 40 GB 可用空间,
2676840,尘埃终须落定,Requires a 64-bit processor and operating system,,,需要 120 MB 可用空间,,,,,需要 120 MB 可用空间,
2617400,极简塔防,1.6GHz,,4 GB RAM,需要 512 MB 可用空间,,,,,,
2658510,动物收容所 2,Intel Core i3-4130 / AMD Ryzen 3 1200,NVidia GeForce GTX 960 / Radeon R9 280X,8 GB RAM,需要 18 GB 可用空间,,Intel Core i5-8600K / AMD Ryzen 5 3600,NVidia GeForce GTX 1070 / AMD Radeon RX 590,16 GB RAM,需要 18 GB 可用空间,附注事项: Recommend installation on an SSD drive
2658450,LOLLIPOP CHAINSAW RePOP,Intel Core i5-8400,NVIDIA GeForce GTX 1060(6GB),8 GB RAM,需要 60 GB 可用空间,,Intel Core i5-10400,NVIDIA GeForce RTX3060(8GB),16 GB RAM,需要 60 GB 可用空间,
1536620,故障星系 Galactic Glitch,Intel i5 or comparable,GTX 920 or comparable,8 GB RAM,需要 900 MB 可用空间,,Intel i5 or comparable,GTX 2080 or better,,需要 900 MB 可用空间,
1246930,Encore Classic Card Games,Pentium® IV 2.4GHz processor or faster,VRAM (Intel® GMA chipsets supported),512 MB RAM,需要 700 MB 可用空间,"附注事项: DVD-ROM drive, keyboard, mouse. Broadband internet service recommended.Administrator privileges are required to properly install the program on Windows® XP, Windows Vista®, Windows® 7, Windows® 8 and Windows® 10. ²User is responsible for all Internet access fees and phone charges. Important Installation Note: Please disable any Antivirus and/or Firewall software that you have running before installing this software. After the installation has completed and the product has been updated, you can re-enable your Antivirus and/or Firewall software.",,,,,
706920,战术狂想1(Chimera of Tactics 1),,,256 MB RAM,需要 256 MB 可用空间,,,,,,
2549950,Stick Slasher,"x86, x64 architecture with SSE2 instruction set support.","DX10, DX11, DX12 capable.",,,附注事项: Hardware vendor officially supported drivers.,,,,,
1199660,The Answer Is 42,2 Ghz Dual Core,Graphics card supporting DirectX 9.0c,2 MB RAM,需要 100 MB 可用空间,,,,,,
777220,审判者 The Inquisitor,Intel/AMD/VIA 1Ghz+,NVIDIA/AMD/Intel GT200+/R7+/HD,1 GB RAM,,,,,,,
592300,Slowdrive,2.0 GHz,Direct X9.0c Compatible Card,512 MB RAM,需要 120 MB 可用空间,,,,,,
1379020,The Horrorscope: Fatal Awakening,Intel Pentium III 800 Mhz,1024x768 or better video resolution in High Color mode,512 MB RAM,需要 800 MB 可用空间,,,,,,
1274840,Escape from GULAG,Dual-Core 2.4 GHz,DirectX® 9.0 compatible,4 GB RAM,需要 700 MB 可用空间,,,,,,
859640,Along Together,Intel i5-4590 or greater,NVIDIA GeForce 1050 or greater,4 GB RAM,需要 850 MB 可用空间,附注事项: Compatible VR headset required.,,,,,
554220,Oafmatch,Anything better than a Z80 ;),SM3-compatible video card,2048 MB RAM,需要 512 MB 可用空间,,,,,,
862480,The Spiral Scouts,1.2 GHz,DirectX® 10 Compatible Graphics Card,2 GB RAM,需要 2 GB 可用空间,,,,,,
367140,Wish Project,Pentium Dual-Core E2140,Direct3D 11 support (feature level 10_0),500 MB RAM,需要 85 MB 可用空间,,,,,,
1947050,Delivery in Space,2 Ghz Dual Core,Graphics card supporting DirectX 9.0c,4 GB RAM,需要 512 MB 可用空间,,,,,,
1715850,NAIR,64-Bit,DirectX 10 Compatible GPU,200 MB RAM,需要 180 MB 可用空间,,,,,,"附注事项: For local multiplayer, at least one controller/device is required per player. (Only one user can play on keyboard.)"
1490190,"Happy New Year, Zeliria!",Intel atom Z3xx (Silvermont),Intel HD Graphics Series. 1280x720 or better required,1024 MB RAM,需要 150 MB 可用空间,,Core i5 of Ivy Bridge generation or better or AMD Ryzen 5,AMD or Nvidia (VRAM 1GB or better). Recommended 1920x1080,2096 MB RAM,需要 250 MB 可用空间,
1584690,TrinityS,Intel Core i3 6300 or equivalent,NVIDIA GeForce GTX 680 or equivalent,4 GB RAM,需要 5 GB 可用空间,,Intel Core i5 3570T or equivalent,"NVIDIA GeForce GTX 970, AMD Radeon R9 290",8 GB RAM,需要 10 GB 可用空间,
2215690,Click Real Fast,1 GHz CPU,1 GB GPU / Integrated Graphics,2 GB RAM,需要 350 MB 可用空间,附注事项: You could probably run it on a potato,,,,,
465180,One Day in London,2.33 Ghz,Intel HD Graphics,4 GB RAM,需要 1 GB 可用空间,,2.33+ Ghz,Better than Intel HD Graphics,8 GB RAM,需要 1 GB 可用空间,
591790,BREACH IT,Intel i5-4460 3.2 GHz,NVIDIA GTX 980 / AMD Fury,8 GB RAM,需要 7 GB 可用空间,,Intel i7-4770 3.4 GHz,NVIDIA GTX 1070 / AMD RX 480,16 GB RAM,需要 7 GB 可用空间,
1117670,GONNER2,Intel Pentium CPU G4560 @ 3.50GHz or equivalent,Intel HD Graphics Family / AMD Radeon RX Vega 7,2 GB RAM,需要 2 GB 可用空间,,Intel Core i5-6500 CPU @ 3.20GHz or equivalent,NVIDIA GeForce GTX 1060 or equivalent,4 GB RAM,需要 2 GB 可用空间,
448910,Axes and Acres,Support for SSE2 instruction set,,512 MB RAM,需要 60 MB 可用空间,,,,,,
302330,Tex Murphy: Mean Streets,1.0 GHz Processor,100% DirectX compatible graphics,512 MB RAM,需要 100 MB 可用空间,,1.5 GHz Processor,100% DirectX compatible graphics,1 GB RAM,需要 100 MB 可用空间,
2853610,SEARCH ALL - MOUSES,2.3 GHz Dual Core,Intel HD 4000,2 GB RAM,需要 200 MB 可用空间,,,,,,
2442040,Swapshot,2.4 GHz Dual Core,Graphics card supporting DirectX 9.0c,4 GB RAM,需要 200 MB 可用空间,,,,,,
616000,Riptale,2.4GHz,256MB Graphics,1 GB RAM,需要 130 MB 可用空间,附注事项: Microsoft Xbox 360® Controller for Windows® (or equivalent) is strongly recommended.,,,,,
844960,Pro 11 - Football Manager Game,1GHz or faster. SSE2 instruction set support.,Graphics card: DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities.,2 GB RAM,需要 2 GB 可用空间,"附注事项: Controller support: 3-button mouse, keyboard and speakers. Special multiplayer requirements: Internet Connection",,,,,
2407010,木夕镇的午夜轮回 Midnight cycle in Muxi Town,win7+,2G,2 GB RAM,需要 1 GB 可用空间,附注事项: 推荐带耳机+全屏体验游戏内容,,,,,
1501120,Samurai Cat,2 Ghz Dual Core,,2 GB RAM,需要 100 MB 可用空间,,,,,,
604000,Like Clay,i5 3000 Series,GeForce GTX 660,4 GB RAM,需要 2 GB 可用空间,,i7 4000 Series,GeForce GTX 780,4 GB RAM,需要 2 GB 可用空间,
399780,Expand,2.0 GHz,"GeForce 8800 or Radeon® HD4800 series, 512 MB of memory",512 MB RAM,需要 300 MB 可用空间,,,,,,
382090,Dungeon Nightmares II : The Memory,,,4 GB RAM,需要 2 GB 可用空间,,,,8 GB RAM,需要 2 GB 可用空间,
301190,Frederic: Resurrection of Music,Dual core from Intel or AMD at 2.8 GHz,"nVidia GeForce 7800, ATI/AMD Radeaon HD2600/3600",2 GB RAM,需要 2 GB 可用空间,,,,,,
1716950,Gra&Vity,2 Ghz Dual Core,graphic card support directx 9.0c,2 GB RAM,需要 100 MB 可用空间,,,,,,
1070860,Serin Fate,Dual Core 2 Ghz,Intel HD 4600 (NVIDIA and AMD equivalent),4 GB RAM,需要 2 GB 可用空间,,3+ Ghz Quad Core,Non integrated GPU,8 GB RAM,,
425070,Asteroids Minesweeper,1 Ghz,Any graphic card with dedicated memory (with support of OpenGL or DirectX11),2 GB RAM,需要 200 MB 可用空间,附注事项: 1024x720px minimal screen and Windows resolution,1 Ghz,Any graphic card with 128 MB of dedicated memory (with support of OpenGL or DirectX11),2 GB RAM,需要 200 MB 可用空间,附注事项: 1280x720px minimal screen and Windows resolution
692950,露珠,Intel Pentium 4 Series,CPU-integrated or on-board graphics,1 GB RAM,需要 250 MB 可用空间,,,,,,
2851020,Hannah’s Day,AMD / Intel CPU running at 2.8 GHz or higher (AMD Phenom II X4 925 or Intel i3-4130 or newer are recommended),GTX 970,4 GB RAM,需要 10 GB 可用空间,附注事项: Supports Microsoft® Xbox 360/Xbox One controllers,AMD / Intel processor running at 3.5 GHz or higher (AMD FX-6300 series or Intel Core i3-8100 or newer is recommended).,GTX 1060,8 MB RAM,需要 10 GB 可用空间,附注事项: Supports Microsoft® Xbox 360/Xbox One controllers
603330,Blasted Road Terror,1.2Ghz+,256MB,2 GB RAM,需要 100 MB 可用空间,附注事项: 1080p monitor resolution strongly recommended.,2Ghz,256MB,4 GB RAM,需要 100 MB 可用空间,附注事项: 1080p monitor resolution strongly recommended.
1956370,WTF Do You Know?,Intel Pentium III 800 Mhz,1024x768 or better video resolution in High Color mode,512 MB RAM,需要 700 MB 可用空间,,,,,,
1773700,Hack and Slime,2 GHz dual-core processor,"A nVidia or AMD graphics card with latest drivers, at least 512 MB of dedicated video memory",4 GB RAM,需要 500 MB 可用空间,,,,,,
1810610,Pants Quest,2 GHz,Intel HD 3000 or better,4 GB RAM,需要 150 MB 可用空间,,,,,,
843170,ILLUSION,,,100 MB RAM,,,,,,,
1685730,Cynthia: Hidden in the Moonshadow,Modern 4 cores CPU,NVIDIA GeForce GTX560 with 1GB VRAM or equivalent,8 GB RAM,需要 5 GB 可用空间,"附注事项: Please note that these requirements are purely estimates. If you have any problems with the game, please let us know.",Intel Core i5-6600K (3.5Ghz) or equivalent,NVIDIA Geforce GTX970 with 4GB VRAM or equivalent,8 GB RAM,需要 5 GB 可用空间,附注事项: 70-90 FPS on High Quality settings
1261130,Shoot Them 2,Intel Core 2 Due E6300 or AMD althon X2 5000+,NVIDIA 7600GS or ATI X1600 Pro,1024 MB RAM,需要 2 GB 可用空间,,Intel Core I5 4170 or AMD FX 6300,NVIDIA GTX760 or ATI R7 260X,4096 MB RAM,需要 2 GB 可用空间,
1681510,Trenches - World War 1 Horror Survival Game,Intel Core i5 2500K or AMD equivalent,NVIDIA GeForce GTX 660 2 GB or AMD equivalent,4 GB RAM,需要 5 GB 可用空间,,Intel Core i7 4790K or AMD equivalent,NVIDIA GeForce GTX 970 or AMD equivalent,8 GB RAM,需要 5 GB 可用空间,
372350,Tumbleweed Express,Intel(R) Core(TM) i5 CPU @ 1.7 GHz,Intel(R) HD 4000,4 GB RAM,需要 3 GB 可用空间,附注事项: Development Test Device,,,,,
3491920,Fastro Dude 2,Intel Celeron,Intel HD Graphics 512MB,1 GB RAM,需要 200 MB 可用空间,,Intel Dual Core,NVIDIA GeForce GT 820M 2048MB,2 GB RAM,需要 200 MB 可用空间,
923370,Cat Warfare,2.0+ GHz Dual-Core Processor,Intel HD 630 / Nvidia GeForce GT 730,4 GB RAM,需要 6 GB 可用空间,,3.0+ GHz Multi-Core Processor,AMD Radeon R9 270X / Nvidia GeForce GTX 1050 (Laptop),8 GB RAM,需要 6 GB 可用空间,
539450,Crab Dub,1.2 Ghz+,256 MB,1024 MB RAM,需要 30 MB 可用空间,,2 Ghz,1 GB,2048 MB RAM,需要 30 MB 可用空间,
